1	Power	0	0	perc	100000	0	0.1	堆_異常狀態			已成為有名的反叛者。 無法使用休息神官、休息神將、狩獵區移動管理人、佩格薩斯移動選單。 死亡時的水晶破壞判定次數增加。 健康狀態減少量增加。 力量減少90%以及抗打減少unk2、另外移動速度減少unk3。 惡名為0時，若維持非戰鬥狀態60秒，有名的反叛者狀態將會解除。	icon_skills.voidtrap_tex
2	Power	0	0	perc	180000000	0	100	測試用_發抖	149004	[活動] 強力的權能藥水	攻擊力100倍/防禦力100倍效果!持續5小時!如果正常進行遊戲時顯示該提示說明就需要BTS處理!	icon_skills.voidtrap_tex
2	Endurance	0	0	perc	180000000	0	100	測試用_發抖	149004	[活動] 強力的權能藥水	攻擊力100倍/防禦力100倍效果!持續5小時!如果正常進行遊戲時顯示該提示說明就需要BTS處理!	icon_skills.voidtrap_tex
22	Attack	0	0	perc	1200000	0	1.4	測試_技能傷害增加			測試專用！所有技能傷害增加40%！	icon_skills.voidtrap_tex
23	CritChance	0	0	abs	60000	0	1	自身暴擊100%			自身攻擊變成100%暴擊。 測試專用	
25	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A TIME			感受一下瘋狂技能 - 亂射的刺激感吧! 除了聯盟技能以外之所有技能的冷卻時間減少 80%，每秒的恢復量會大幅增加。	icon_status.pluswill_tex
25	CDR	0	0	perc	0	0	0.2	T.E.R.A TIME			感受一下瘋狂技能 - 亂射的刺激感吧! 除了聯盟技能以外之所有技能的冷卻時間減少 80%，每秒的恢復量會大幅增加。	icon_status.pluswill_tex
26	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A TIME			請感受一下瘋狂般的技能砲轟！除了聯盟技能外的所有技能的冷卻時間減少80%，大幅增加每秒魔力恢復量。	icon_status.pluswill_tex
26	CDR	0	0	perc	0	0	0.2	T.E.R.A TIME			請感受一下瘋狂般的技能砲轟！除了聯盟技能外的所有技能的冷卻時間減少80%，大幅增加每秒魔力恢復量。	icon_status.pluswill_tex
27	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A TIME			請感受一下瘋狂般的技能砲轟！除了聯盟技能外的所有技能的冷卻時間減少80%，大幅增加每秒魔力恢復量。	icon_status.pluswill_tex
27	CDR	0	0	perc	0	0	0.2	T.E.R.A TIME			請感受一下瘋狂般的技能砲轟！除了聯盟技能外的所有技能的冷卻時間減少80%，大幅增加每秒魔力恢復量。	icon_status.pluswill_tex
28	MPChange	0	0.5	perc	7200000	1	0.5	T.E.R.A TIME	139729	[活動] 技能冷卻時間減少藥水	感受一下瘋狂技能 - 亂射的刺激感吧! 除了聯盟技能以外之所有技能的冷卻時間減少 80%，每秒的恢復量會大幅增加。	icon_status.pluswill_tex
28	CDR	0	0	perc	7200000	0	0.2	T.E.R.A TIME	139729	[活動] 技能冷卻時間減少藥水	感受一下瘋狂技能 - 亂射的刺激感吧! 除了聯盟技能以外之所有技能的冷卻時間減少 80%，每秒的恢復量會大幅增加。	icon_status.pluswill_tex
31	Power	0	0	perc	7200000	0	1.2	新手支援活動	149039	[活動] 攻擊力提升藥水(3天 期間制)	感受一下刺激攻擊的快感吧! 攻擊時攻擊力會增加 20%、攻擊速度也將大幅增加。	icon_status.buff_of_kaia_tex
31	ASpd	0	0	perc	7200000	0	1.12	新手支援活動	149039	[活動] 攻擊力提升藥水(3天 期間制)	感受一下刺激攻擊的快感吧! 攻擊時攻擊力會增加 20%、攻擊速度也將大幅增加。	icon_status.buff_of_kaia_tex
33	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A TIME				icon_status.pluswill_tex
33	CDR	0	0	perc	0	0	0.2	T.E.R.A TIME				icon_status.pluswill_tex
36	Power	0	0	perc	0	0	1.2	4週年紀念Buff (攻擊力增加)			請感受一下驚心動魄的攻擊手感！攻擊時攻擊力會增加20%，攻擊速度大幅增加。	icon_status.buff_of_kaia_tex
36	ASpd	0	0	perc	0	0	1.12	4週年紀念Buff (攻擊力增加)			請感受一下驚心動魄的攻擊手感！攻擊時攻擊力會增加20%，攻擊速度大幅增加。	icon_status.buff_of_kaia_tex
37	MPChange	0	0.5	perc	0	1	0.5	4週年紀念Buff (冷卻時間減少)			請感受一下瘋狂般的技能砲轟！除了聯盟技能外的所有技能的冷卻時間減少80%，大幅增加每秒魔力恢復量。	icon_status.pluswill_tex
37	CDR	0	0	perc	0	0	0.2	4週年紀念Buff (冷卻時間減少)			請感受一下瘋狂般的技能砲轟！除了聯盟技能外的所有技能的冷卻時間減少80%，大幅增加每秒魔力恢復量。	icon_status.pluswill_tex
39	Power	0	0	perc	0	0	1.02	戰鬥的徵象 (網咖)			攻擊力、攻擊速度、以及恢復力上升 2%。該異常狀態只能於網咖中使用。	icon_status.plusecritical_tex
39	ASpd	0	0	perc	0	0	1.02	戰鬥的徵象 (網咖)			攻擊力、攻擊速度、以及恢復力上升 2%。該異常狀態只能於網咖中使用。	icon_status.plusecritical_tex
47	Attack	0	0	perc	9900000	0	1.5	測試_技能傷害增加 / 仇恨值減少			測試專用! 全部的技能傷害增加 50% / 仇恨值減少 50%	icon_skills.voidtrap_tex
