100700	Death From Above VII		
110800	Poison Blade VIII		
11200	Combo Attack XII	1st hit	
11201	Combo Attack XII	2nd hit	
11202	Combo Attack XII	3rd hit	
11203	Combo Attack XII	4th hit	
120800	Leaping Strike VIII		
131000	Retaliate X		
160700	Charging Slash VII		
171100	Vortex Slash XI		
181100	Combative Strike XI		
191000	Rising Fury X	1st hit	
191001	Rising Fury X	2nd hit	
210200	Cascade of Stuns II		
220200	Backstab II		
230200	Staggering Counter II		
270800	Pounce VIII		
280700	Traverse Cut VII		false
280730	Traverse Cut VII		true
290700	Blade Draw VII		false
290730	Blade Draw VII		true
300200	Scythe II		false
300230	Scythe II		true
30900	Torrent of Blows IX		
310900	Reaping Slash IX		false
310930	Reaping Slash IX		true
330900	Smoke Flanker IX		
340100	Binding Sword		
41100	Rain of Blows XI		false
41130	Rain of Blows XI		true
67044431	Smoke Aggressor		
